Serial No,Cement_kg_m3,Fly_Ash_kg_m3,GGBS_kg_m3,metakolin_kg_m3,TCM,Water_kg_m3,water/TCM,Sand_kg_m3,AGE,Compressive_Strength_MPa,Density,admixture,Coarse aggregate
4516,280.57,57.17,194.25,96.56,628.55,137.29,0.218,812.73,28,101.81,2508.03,14.92,914.55
4517,344.66,0.0,499.32,211.0,1054.98,147.07,0.139,1079.46,28,149.32,2323.29,41.78,0.0
4518,202.9,84.54,50.73,0.0,338.17,140.62,0.416,798.38,7,26.547,2516.19,3.24,1235.78
4519,226.26,88.62,113.13,24.51,452.52,162.73,0.36,682.9,14,52.078,2459.43,6.19,1155.09
4520,341.56,0.0,471.08,203.16,1015.8,138.4,0.136,1079.03,28,145.5,2270.8,37.56,0.0
4521,194.18,80.91,48.55,0.0,323.63,149.92,0.463,731.99,3,12.923,2382.39,2.53,1174.32
4522,346.87,0.0,477.17,206.01,1030.04,145.8,0.142,988.03,28,145.3,2205.16,41.28,0.0
4523,306.36,33.36,252.98,123.16,715.86,137.96,0.193,843.91,28,110.68,2435.2,18.09,719.39
4524,289.99,44.73,220.73,108.2,663.66,142.19,0.214,765.1,28,106.52,2569.5,17.93,980.64
4525,193.85,80.77,48.46,0.0,323.09,150.7,0.466,729.19,3,10.928,2359.7,1.83,1154.89
4526,335.69,0.0,431.61,191.82,959.12,151.59,0.158,1057.46,28,133.52,2201.58,33.41,0.0
4527,224.54,96.85,94.69,9.56,425.64,175.5,0.412,756.7,14,44.493,2532.16,3.32,1170.99
4528,255.72,83.61,138.98,47.95,526.26,161.64,0.307,742.37,28,67.04,2546.28,7.35,1108.65
4529,285.78,47.2,213.2,104.81,650.99,139.53,0.214,819.03,28,105.5,2526.87,17.32,900.0
4530,343.4,0.0,498.59,210.5,1052.49,156.97,0.149,1049.7,7,110.872,2299.28,40.12,0.0
4531,253.5,83.81,165.54,55.87,558.72,164.09,0.294,774.47,14,75.508,2616.28,10.77,1108.23
4532,324.94,18.63,295.13,145.7,784.41,130.87,0.167,869.92,28,115.25,2604.04,23.19,795.64
4533,188.0,78.33,47.0,0.0,313.33,137.75,0.44,763.04,3,9.978,2446.92,2.12,1230.68
4534,283.79,53.53,202.45,100.18,639.94,148.52,0.232,841.71,28,103.27,2613.8,15.3,968.33
4535,225.57,100.23,87.78,4.22,417.8,165.65,0.396,778.76,14,42.018,2580.35,3.91,1214.24
4536,280.57,50.25,203.86,100.6,635.28,142.25,0.224,845.29,28,104.18,2551.02,14.67,913.52
4537,199.46,83.11,49.86,0.0,332.43,143.58,0.432,760.38,3,18.744,2417.96,2.38,1179.2
4538,342.55,0.0,440.42,195.74,978.71,155.04,0.158,1015.14,7,95.102,2187.21,38.32,0.0
4539,223.03,92.92,102.24,15.5,433.69,166.09,0.383,721.42,14,44.946,2511.2,5.2,1184.8
4540,255.51,81.98,154.41,54.66,546.56,149.83,0.274,764.52,28,74.172,2598.24,9.45,1127.89
4541,189.05,78.77,47.26,0.0,315.08,144.31,0.458,747.7,3,10.443,2439.02,2.54,1229.39
4542,207.56,86.48,51.89,0.0,345.93,152.69,0.441,790.69,7,24.96,2498.62,2.67,1206.64
4543,223.74,98.49,89.38,5.88,417.48,175.22,0.42,737.33,14,42.816,2488.52,4.73,1153.75
4544,255.97,84.46,138.1,46.9,525.43,159.7,0.304,721.91,28,66.42,2592.27,8.43,1176.8
4545,338.92,0.0,435.76,193.67,968.35,140.83,0.145,1022.9,3,61.467,2168.35,36.26,0.0
4546,238.92,88.75,119.46,30.71,477.84,175.92,0.368,716.42,7,56.442,2552.1,5.49,1176.44
4547,255.8,74.62,170.53,67.49,568.44,138.79,0.244,767.34,14,89.367,2556.63,13.94,1068.13
4548,226.08,93.89,104.38,16.26,440.61,175.15,0.398,732.18,28,47.38,2520.01,5.91,1166.15
4549,198.86,82.86,49.72,0.0,331.43,148.81,0.449,763.54,3,14.655,2467.74,2.54,1221.41
4550,333.57,0.0,365.92,174.87,874.36,145.66,0.167,916.26,28,123.7,2029.25,27.83,65.13
4551,337.9,0.0,421.96,189.96,949.82,154.03,0.162,923.36,14,113.093,2243.21,28.63,187.37
4552,292.61,39.46,230.61,112.5,675.18,138.38,0.205,778.41,28,108.31,2602.3,18.29,992.04
4553,199.2,83.0,49.8,0.0,332.0,148.17,0.446,737.84,3,16.461,2392.93,2.59,1172.33
4554,284.01,47.84,210.57,103.61,646.03,135.66,0.21,828.9,7,66.254,2612.96,16.92,985.45
4555,340.83,0.0,438.21,194.76,973.8,154.26,0.158,1079.05,28,136.3,2237.9,30.78,0.0
4556,270.15,67.63,180.1,82.45,600.33,126.03,0.21,772.85,28,95.78,2502.68,12.02,991.45
4557,194.94,81.22,48.73,0.0,324.89,148.01,0.456,789.23,3,14.565,2476.6,2.78,1211.69
4558,218.8,97.81,83.67,3.01,403.3,167.45,0.415,742.41,7,40.24,2511.05,3.21,1194.69
4559,253.6,81.69,154.84,54.46,544.58,171.34,0.315,745.0,14,74.775,2599.36,9.51,1128.93
4560,294.87,45.48,224.45,110.02,674.83,129.83,0.192,809.68,28,106.52,2590.1,16.61,959.15
4561,340.78,0.0,438.15,194.73,973.66,148.21,0.152,955.08,28,136.2,2113.16,36.21,0.0
4562,352.92,0.0,455.19,202.03,1010.13,157.54,0.156,962.35,28,140.25,2161.65,31.62,0.0
4563,252.28,85.74,132.83,42.63,513.48,162.5,0.316,732.66,14,64.34,2528.76,6.41,1113.71
4564,229.92,89.96,114.96,25.0,459.84,157.4,0.342,736.18,28,52.18,2556.51,6.74,1196.36
4565,337.28,0.0,344.35,170.41,852.03,166.74,0.196,996.26,28,120.83,2365.78,25.8,324.96
4566,228.5,94.0,107.76,18.09,448.35,172.19,0.384,757.81,7,47.783,2609.32,4.17,1226.8
4567,323.76,23.05,286.88,141.13,774.82,126.5,0.163,850.07,14,98.12,2391.01,20.27,619.36
4568,251.72,84.19,134.32,44.49,514.72,173.73,0.338,718.79,28,65.48,2542.01,6.78,1127.99
4569,196.44,81.85,49.11,0.0,327.4,143.81,0.439,764.04,3,19.042,2479.29,2.09,1241.94
4570,215.1,95.7,72.01,0.0,382.81,162.86,0.425,783.01,7,37.62,2578.59,2.75,1247.15
4571,253.92,83.98,136.73,46.23,520.87,158.04,0.303,738.77,14,65.348,2561.71,7.6,1136.43
4572,324.75,22.19,289.24,142.4,778.58,144.2,0.185,816.5,28,114.3,2560.75,22.25,799.21
4573,343.94,0.0,491.56,208.87,1044.37,145.77,0.14,1023.0,28,148.27,2255.14,42.01,0.0
4574,220.31,93.05,97.86,13.01,424.23,165.5,0.39,728.89,7,40.958,2525.17,4.36,1202.19
4575,344.61,0.0,454.78,199.85,999.24,141.88,0.142,1011.38,28,142.05,2192.79,40.28,0.0
4576,300.23,33.74,246.25,119.75,699.97,116.33,0.166,848.93,28,110.36,2251.99,19.37,567.39
4577,194.23,80.93,48.56,0.0,323.72,139.94,0.432,734.07,3,11.378,2355.11,2.63,1154.75
4578,315.53,29.2,268.8,131.48,745.02,145.0,0.195,847.86,7,71.945,2359.25,19.26,602.12
4579,222.67,93.56,100.11,14.03,430.37,167.74,0.39,720.73,14,46.218,2517.62,5.46,1193.32
4580,283.54,47.91,210.02,103.35,644.82,142.39,0.221,768.5,28,105.14,2495.54,16.79,923.04
4581,198.41,82.67,49.6,0.0,330.68,145.57,0.44,711.59,3,15.287,2378.69,2.11,1188.74
4582,205.74,85.73,51.44,0.0,342.91,148.45,0.433,708.18,7,29.385,2364.58,2.45,1162.6
4583,249.92,78.26,141.4,52.18,521.76,161.82,0.31,743.46,14,70.335,2514.44,9.54,1077.86
4584,225.6,89.96,112.8,22.84,451.21,160.04,0.355,702.02,28,50.31,2475.84,5.69,1156.89
4585,207.76,86.56,51.94,0.0,346.26,157.26,0.454,705.86,3,24.129,2436.54,3.17,1223.99
4586,245.24,89.19,122.62,33.43,490.49,178.34,0.364,731.95,7,59.077,2560.74,7.23,1152.73
4587,338.31,0.0,414.43,188.18,940.91,149.47,0.159,986.33,28,128.09,2252.96,30.31,145.93
4588,338.75,0.0,342.5,170.31,851.56,153.01,0.18,936.08,28,120.44,2035.9,22.0,73.25
4589,350.74,0.0,459.64,202.59,1012.97,158.42,0.156,1083.52,28,141.5,2286.91,32.0,0.0
4590,206.42,86.01,51.6,0.0,344.03,154.26,0.448,781.74,7,23.734,2460.83,3.14,1177.66
4591,233.65,91.21,116.83,25.61,467.3,175.4,0.375,685.95,14,52.406,2514.12,6.33,1179.14
4592,247.02,84.69,129.09,40.68,501.48,174.03,0.347,746.96,28,63.707,2534.04,8.1,1103.47
4593,189.87,79.11,47.47,0.0,316.45,150.86,0.477,704.8,3,12.9,2403.08,2.47,1228.49
4594,351.97,0.0,465.25,204.3,1021.52,148.65,0.146,1077.37,28,142.18,2279.4,31.86,0.0
4595,218.79,93.8,93.69,10.36,416.64,163.53,0.392,750.08,14,44.521,2538.89,3.63,1205.01
4596,253.52,79.87,145.85,53.25,532.5,159.24,0.299,727.47,28,71.3,2573.36,10.15,1144.0
4597,353.68,0.0,472.31,206.5,1032.49,152.73,0.148,1089.74,3,60.944,2313.24,38.27,0.0
4598,203.47,84.78,50.87,0.0,339.11,154.67,0.456,768.08,7,19.5,2455.0,2.28,1190.84
4599,295.92,44.88,226.31,110.86,677.97,133.67,0.197,798.25,14,93.952,2609.51,17.26,982.35
4600,222.11,100.74,81.32,0.4,404.56,178.24,0.441,765.49,28,40.2,2540.82,3.8,1188.72
4601,190.83,79.51,47.71,0.0,318.05,140.36,0.441,712.74,3,10.842,2335.28,2.61,1161.53
4602,207.93,86.64,51.98,0.0,346.55,143.93,0.415,720.38,7,22.97,2448.6,3.04,1234.69
4603,318.77,21.74,283.98,139.81,764.31,130.89,0.171,873.15,28,114.31,2404.91,22.14,614.42
4604,332.84,0.0,352.89,171.43,857.17,143.64,0.168,997.47,28,122.34,2284.44,26.88,259.27
4605,329.69,0.0,403.56,183.31,916.56,141.34,0.154,951.41,28,128.06,2435.15,31.81,394.04
4606,205.0,85.42,51.25,0.0,341.67,143.83,0.421,765.25,7,25.536,2424.18,2.95,1170.49
4607,296.1,35.84,239.05,116.24,687.22,124.21,0.181,813.64,28,109.57,2603.03,20.4,957.56
4608,339.2,0.0,436.11,193.83,969.14,146.63,0.151,952.54,28,133.81,2103.34,35.04,0.0
4609,297.16,34.49,241.98,117.54,691.17,135.47,0.196,841.33,28,110.02,2419.27,20.14,731.16
4610,345.4,0.0,444.09,197.37,986.87,157.51,0.16,973.76,28,134.27,2157.12,38.99,0.0
4611,251.65,83.22,135.53,45.84,516.24,174.12,0.337,719.73,14,66.265,2555.92,9.05,1136.79
4612,333.5,0.0,333.75,166.81,834.07,155.26,0.186,914.12,28,120.03,2101.46,21.96,176.05
4613,188.44,78.52,47.11,0.0,314.06,142.5,0.454,791.75,3,9.631,2490.34,2.5,1239.53
4614,212.09,92.09,64.19,0.0,368.36,164.08,0.445,743.81,7,34.849,2442.7,3.3,1163.14
4615,254.8,81.14,141.33,50.9,528.17,172.46,0.327,738.97,14,68.79,2621.73,8.48,1173.65
4616,228.44,90.0,114.22,24.22,456.88,166.91,0.365,722.38,28,51.501,2506.99,6.11,1154.71
4617,191.69,79.87,47.92,0.0,319.48,156.68,0.49,791.99,3,15.22,2469.45,2.37,1198.93
4618,324.54,20.64,291.51,143.69,780.38,151.97,0.195,806.14,28,114.71,2335.47,22.85,574.12
4619,343.82,0.0,442.06,196.47,982.35,154.73,0.158,1016.01,28,136.8,2191.39,38.3,0.0
4620,318.47,18.67,288.61,142.44,768.18,128.29,0.167,819.09,28,115.14,2436.71,22.92,698.22
4621,195.59,81.5,48.9,0.0,325.98,141.45,0.434,700.58,3,19.491,2371.45,2.96,1200.49
4622,224.34,92.42,105.45,17.51,439.72,160.31,0.365,721.17,7,42.42,2564.62,4.38,1239.03
4623,337.07,5.47,328.33,163.62,834.48,133.83,0.16,815.18,28,118.69,2322.46,24.94,514.03
4624,343.37,0.0,469.28,203.16,1015.81,148.28,0.146,986.77,28,144.79,2184.29,33.43,0.0
4625,189.09,78.79,47.27,0.0,315.15,151.61,0.481,752.65,3,12.337,2450.84,2.3,1229.12
4626,350.08,0.0,450.1,200.04,1000.22,141.66,0.142,1092.59,28,139.42,2273.38,38.91,0.0
4627,239.84,90.77,119.92,29.15,479.69,157.76,0.329,719.72,14,55.387,2540.12,7.18,1175.76
4628,341.56,0.0,352.58,173.53,867.67,137.39,0.158,909.16,28,121.27,1949.44,26.84,8.38
4629,199.53,83.14,49.88,0.0,332.55,140.49,0.422,749.97,3,16.55,2406.29,2.6,1180.68
4630,216.94,96.77,83.48,3.37,400.55,165.84,0.414,708.25,7,40.743,2433.5,3.53,1155.32
4631,257.28,86.85,136.24,44.32,524.69,181.05,0.345,715.11,14,64.406,2599.54,8.42,1170.28
4632,336.74,0.0,432.95,192.42,962.1,146.3,0.152,1060.76,28,134.58,2202.38,33.22,0.0
4633,201.77,84.07,50.44,0.0,336.28,155.67,0.463,769.62,3,22.035,2511.52,2.26,1247.7
4634,230.94,89.91,115.47,25.56,461.88,168.58,0.365,706.9,7,52.672,2535.24,5.28,1192.6
4635,344.49,0.0,460.28,201.19,1005.96,153.32,0.152,1090.7,28,143.02,2286.98,37.0,0.0
4636,335.71,0.0,411.87,186.9,934.49,148.75,0.159,982.12,28,128.15,2426.0,35.4,325.24
4637,332.87,0.0,348.8,170.42,852.09,143.57,0.168,976.87,3,50.047,2385.73,26.97,386.22
4638,223.75,95.73,96.31,10.96,426.74,161.14,0.378,756.15,7,42.687,2585.33,4.69,1236.62
4639,250.89,82.23,160.24,54.82,548.18,162.36,0.296,733.72,14,77.441,2547.78,10.46,1093.07
4640,295.8,42.44,229.59,112.24,680.07,135.14,0.199,789.41,28,107.52,2600.97,16.8,979.56
4641,193.98,80.83,48.5,0.0,323.3,139.51,0.432,794.09,3,12.825,2480.74,2.49,1221.34
4642,209.33,87.22,52.33,0.0,348.89,155.66,0.446,729.02,7,26.373,2473.85,3.31,1236.98
4643,256.05,81.61,141.93,51.05,530.63,165.8,0.312,743.38,14,67.27,2626.62,8.75,1178.05
4644,338.28,0.0,354.74,173.26,866.28,165.18,0.191,910.95,28,121.9,2065.58,24.16,99.02
4645,198.95,82.9,49.74,0.0,331.58,159.75,0.482,766.6,3,16.349,2488.4,2.29,1228.18
4646,348.75,0.0,448.4,199.29,996.44,143.14,0.144,1004.73,28,139.7,2177.24,32.93,0.0
4647,253.04,82.68,137.59,47.53,520.83,175.24,0.336,743.96,14,67.086,2577.08,9.23,1127.81
4648,292.85,46.18,221.51,108.68,669.21,140.28,0.21,795.65,28,106.2,2532.09,16.21,910.75
4649,197.94,82.48,49.49,0.0,329.9,146.28,0.443,707.3,3,15.987,2401.73,2.29,1215.95
4650,216.19,92.7,61.92,0.0,370.82,161.6,0.436,717.82,7,31.366,2462.14,3.19,1208.71
4651,235.73,90.64,117.87,27.23,471.47,177.49,0.376,731.55,14,52.357,2553.32,6.15,1166.66
4652,252.56,77.2,168.37,63.11,561.24,146.12,0.26,789.61,28,86.22,2531.57,12.74,1021.86
4653,197.18,82.16,49.3,0.0,328.64,151.18,0.46,789.19,3,14.66,2515.83,2.78,1244.04
4654,221.53,96.34,91.44,7.98,417.29,164.19,0.393,715.07,7,40.846,2494.06,4.34,1193.16
4655,257.21,81.53,150.44,54.35,543.52,165.55,0.305,764.71,14,71.354,2535.35,9.52,1052.05
4656,252.95,81.68,155.45,54.45,544.53,162.17,0.298,769.1,28,75.16,2589.92,9.36,1104.76
4657,191.77,79.9,47.94,0.0,319.61,160.72,0.503,775.45,3,11.362,2412.11,2.49,1153.83
4658,336.13,0.0,387.5,180.91,904.54,135.15,0.149,923.55,28,125.68,2382.71,25.77,393.7
4659,250.27,83.85,133.36,44.03,511.51,163.88,0.32,716.09,14,63.583,2526.5,8.18,1126.84
4660,348.92,0.0,448.61,199.38,996.9,153.5,0.154,1038.8,28,139.24,2223.83,34.63,0.0
4661,206.13,85.89,51.53,0.0,343.54,156.83,0.457,756.32,3,23.868,2475.72,2.11,1216.91
4662,218.48,98.01,82.69,2.38,401.55,163.55,0.407,777.93,7,40.504,2546.01,3.28,1199.7
4663,250.11,81.66,158.21,54.44,544.43,174.09,0.32,750.45,14,75.438,2532.43,9.5,1053.96
4664,338.74,0.0,404.72,185.86,929.32,157.19,0.169,960.98,28,127.1,2312.46,33.04,231.93
4665,194.76,81.15,48.69,0.0,324.59,164.81,0.508,758.14,3,12.601,2497.2,2.07,1247.59
4666,334.79,7.47,322.83,160.67,825.76,159.46,0.193,820.45,28,118.19,2481.55,24.77,651.11
4667,219.85,90.76,102.89,16.82,430.32,162.9,0.379,730.5,14,47.819,2502.77,5.52,1173.52
4668,303.66,34.82,247.95,120.5,706.93,137.85,0.195,826.61,28,110.15,2296.56,18.21,606.96
4669,196.82,82.01,49.21,0.0,328.04,157.18,0.479,706.93,3,20.063,2394.76,2.15,1200.46
4670,223.48,98.61,88.69,5.45,416.23,171.83,0.413,686.1,7,40.065,2513.41,3.51,1235.73
4671,290.08,50.33,213.02,104.96,658.4,143.62,0.218,785.62,14,91.042,2545.53,17.96,939.93
4672,320.16,18.39,290.73,143.53,772.81,146.71,0.19,811.85,28,115.24,2387.67,19.84,636.47
4673,331.35,0.0,372.43,175.94,879.72,147.43,0.168,971.94,3,53.424,2032.5,25.41,8.0
4674,335.42,0.0,424.73,190.04,950.19,153.77,0.162,943.48,7,82.852,2101.57,30.26,23.87
4675,342.25,3.11,337.28,168.33,850.95,152.22,0.179,873.23,14,103.101,2423.68,23.47,523.79
4676,211.88,91.77,63.43,0.0,367.07,150.67,0.41,745.69,28,34.559,2514.53,2.66,1248.43
4677,197.32,82.22,49.33,0.0,328.87,151.73,0.461,784.99,3,15.889,2439.84,2.68,1171.57
4678,209.1,88.27,55.72,0.0,353.09,154.55,0.438,734.68,7,31.559,2492.69,3.36,1247.01
4679,340.46,0.0,351.62,173.02,865.11,161.46,0.187,940.43,14,105.253,2186.55,23.57,195.99
4680,225.72,93.82,104.02,16.09,439.65,159.07,0.362,757.85,28,47.32,2598.47,4.51,1237.4
4681,192.11,80.04,48.03,0.0,320.18,140.42,0.439,742.73,3,14.01,2446.14,2.66,1240.14
4682,329.41,0.0,410.63,185.01,925.04,141.2,0.153,947.3,28,128.78,2347.5,28.9,305.07
4683,227.93,93.28,108.69,18.93,448.83,175.41,0.391,754.78,14,48.433,2624.49,5.92,1239.54
4684,251.03,83.58,167.35,55.88,557.85,147.31,0.264,793.73,28,80.085,2517.44,10.99,1007.57
4685,193.6,80.67,48.4,0.0,322.67,159.21,0.493,776.89,3,9.829,2449.54,2.51,1188.26
4686,338.95,0.0,483.25,205.55,1027.75,147.03,0.143,987.28,28,148.08,2198.18,36.12,0.0
4687,315.73,28.8,269.65,131.95,746.13,126.01,0.169,891.27,28,112.28,2300.54,20.7,516.43
4688,247.48,89.12,123.74,34.62,494.95,160.76,0.325,686.64,28,59.97,2517.33,5.56,1169.42
4689,336.88,0.0,433.13,192.5,962.52,146.07,0.152,1000.8,3,62.884,2143.83,34.44,0.0
4690,345.48,0.0,461.65,201.78,1008.91,152.45,0.151,962.83,7,99.908,2164.05,39.87,0.0
4691,341.74,0.0,493.37,208.78,1043.89,142.88,0.137,973.39,14,128.907,2193.56,33.4,0.0
4692,272.29,61.09,181.53,90.18,605.08,135.02,0.223,751.93,28,99.68,2510.28,12.77,1005.47
4693,205.01,85.42,51.25,0.0,341.69,144.88,0.424,767.15,3,19.885,2415.57,1.96,1159.89
4694,224.72,90.11,111.81,22.07,448.71,162.0,0.361,721.93,7,49.837,2577.17,5.83,1238.71
4695,251.06,82.28,160.35,54.85,548.54,150.69,0.275,766.27,14,76.721,2616.47,9.32,1141.65
4696,245.31,91.99,122.66,30.67,490.63,182.02,0.371,728.8,28,56.251,2595.86,6.86,1187.55
4697,199.96,83.32,49.99,0.0,333.27,161.92,0.486,773.9,3,17.272,2512.75,1.88,1241.78
4698,224.69,100.96,84.63,2.14,412.42,180.14,0.437,733.74,7,41.039,2481.07,4.07,1150.69
4699,253.59,79.73,142.01,52.14,527.48,138.71,0.263,722.56,14,67.659,2530.03,9.25,1132.03
4700,322.45,22.92,285.78,140.6,771.74,151.81,0.197,890.29,28,114.06,2484.37,20.68,649.85
4701,275.55,58.43,187.6,93.49,615.07,134.02,0.218,782.85,28,101.0,2457.16,14.95,910.25
4702,216.16,96.06,72.01,0.0,384.23,158.78,0.413,726.18,7,33.039,2485.48,2.51,1213.77
4703,256.89,84.59,166.06,56.39,563.93,178.92,0.317,767.05,14,78.155,2643.07,10.39,1122.79
4704,348.27,0.0,493.92,210.55,1052.73,148.03,0.141,1085.81,28,147.67,2322.88,36.31,0.0
4705,330.86,14.46,307.73,152.42,805.47,143.43,0.178,828.51,3,57.328,2300.55,20.17,502.97
4706,322.63,20.74,289.44,142.64,775.45,149.04,0.192,891.47,28,114.65,2499.71,21.39,662.35
4707,251.79,80.44,150.4,53.62,536.25,155.62,0.29,767.79,14,73.487,2563.38,8.82,1094.9
4708,260.74,75.29,173.82,69.56,579.41,120.62,0.208,782.55,28,90.02,2509.79,11.86,1015.35
4709,342.92,0.0,490.98,208.48,1042.38,146.99,0.141,1086.02,3,60.198,2308.78,33.4,0.0
4710,216.61,94.32,66.34,0.0,377.27,153.91,0.408,774.86,7,33.978,2474.4,3.3,1165.06
4711,255.94,85.94,136.13,44.75,522.77,180.5,0.345,712.33,14,65.203,2582.96,8.21,1159.15
4712,258.67,76.16,172.45,67.54,574.82,142.28,0.248,772.62,28,88.75,2511.35,12.28,1009.34
4713,333.39,0.0,376.99,177.59,887.97,153.07,0.172,966.41,28,124.91,2071.45,24.66,39.33
4714,327.51,15.51,302.69,149.79,795.5,158.2,0.199,881.91,7,86.229,2625.22,23.34,766.27
4715,250.92,79.52,146.66,53.01,530.11,146.08,0.276,744.8,14,70.779,2537.02,10.2,1105.83
4716,338.79,0.0,492.59,207.84,1039.22,150.35,0.145,1041.28,28,149.6,2262.49,31.64,0.0
4717,198.61,82.75,49.65,0.0,331.02,147.75,0.446,723.44,3,17.413,2369.56,2.77,1164.59
4718,209.51,88.73,56.67,0.0,354.9,153.12,0.431,732.64,7,31.933,2423.74,2.77,1180.3
4719,248.57,91.09,124.29,33.2,497.14,162.31,0.326,720.28,14,56.944,2577.38,6.33,1191.31
4720,244.59,90.59,122.3,31.71,489.18,160.28,0.328,727.32,28,57.41,2567.53,5.96,1184.79
4721,199.17,82.99,49.79,0.0,331.95,152.1,0.458,769.53,3,22.456,2478.77,2.72,1222.48
4722,221.64,100.74,80.59,0.0,402.98,181.21,0.45,751.48,7,39.621,2576.0,3.54,1236.79
4723,255.12,80.98,149.76,53.98,539.83,172.64,0.32,724.74,14,69.61,2570.09,10.2,1122.67
4724,267.5,58.14,180.14,89.93,595.72,138.9,0.233,815.37,28,100.48,2493.93,14.37,929.57
4725,328.91,14.92,305.04,151.03,799.89,152.31,0.19,829.5,3,53.605,2305.36,20.96,502.7
4726,215.8,92.89,62.87,0.0,371.55,160.39,0.432,792.56,7,33.789,2573.82,2.4,1246.92
4727,239.55,89.7,119.78,30.07,479.1,160.09,0.334,743.03,14,56.342,2578.33,6.73,1189.37
4728,251.04,83.61,134.42,44.87,513.94,148.95,0.29,739.26,28,65.77,2542.64,7.67,1132.82
4729,201.9,84.13,50.48,0.0,336.5,157.33,0.468,793.78,3,18.131,2483.0,2.62,1192.77
4730,224.59,100.41,85.86,3.07,413.93,176.07,0.425,686.81,7,39.553,2461.17,4.15,1180.21
4731,249.23,83.32,133.04,44.11,509.7,156.04,0.306,724.81,14,64.386,2551.22,7.61,1153.06
4732,327.5,0.0,414.29,185.45,927.24,140.81,0.152,987.6,28,129.36,2464.77,33.5,375.63
4733,200.96,83.73,50.24,0.0,334.93,149.77,0.447,779.74,3,23.293,2429.42,3.06,1161.91
4734,237.69,90.56,118.84,28.28,475.37,163.76,0.344,701.11,7,54.75,2527.62,5.52,1181.87
4735,258.44,79.68,172.29,63.89,574.31,141.4,0.246,737.22,14,85.627,2499.26,12.7,1033.61
4736,336.35,4.92,328.48,163.75,833.49,161.61,0.194,864.89,28,118.82,2486.79,22.45,604.34
4737,338.0,0.0,434.57,193.14,965.71,140.88,0.146,992.63,3,58.795,2132.78,33.56,0.0
4738,210.22,88.65,55.72,0.0,354.59,142.94,0.403,796.18,7,28.331,2505.24,2.56,1208.97
4739,229.78,88.8,114.89,26.08,459.55,168.77,0.367,737.02,14,53.38,2551.21,4.7,1181.18
4740,258.28,78.6,172.18,64.89,573.95,132.6,0.231,787.49,28,86.53,2511.72,11.64,1006.04
4741,193.84,80.77,48.46,0.0,323.06,155.89,0.483,780.72,3,10.203,2439.79,2.5,1177.62
4742,214.01,90.45,57.35,0.0,361.81,157.56,0.435,782.01,7,29.321,2545.04,3.28,1240.37
4743,257.11,81.26,149.21,54.18,541.76,144.06,0.266,735.14,14,71.805,2485.23,8.41,1055.85
4744,328.04,0.0,417.3,186.33,931.67,139.01,0.149,967.18,28,129.58,2074.54,35.23,1.45
4745,189.65,79.02,47.41,0.0,316.09,138.19,0.437,784.59,3,12.866,2477.37,2.1,1236.41
4746,347.28,0.0,446.5,198.44,992.22,153.9,0.155,977.63,28,138.26,2155.93,32.17,0.0
4747,226.45,93.45,106.04,17.38,443.32,156.74,0.354,689.47,14,47.839,2474.34,5.14,1179.67
4748,256.7,86.65,135.94,44.23,523.52,181.46,0.347,749.57,28,64.83,2604.31,7.62,1142.13
4749,195.69,81.54,48.92,0.0,326.16,143.28,0.439,725.2,3,18.398,2425.9,2.76,1228.49
4750,224.93,95.22,99.34,12.86,432.35,162.85,0.377,753.28,7,45.951,2515.01,4.02,1162.51
4751,252.92,79.83,146.21,53.22,532.17,147.21,0.277,765.81,14,68.597,2575.13,8.57,1121.37
4752,342.64,0.0,440.54,195.8,978.98,150.03,0.153,983.49,28,138.64,2141.94,29.43,0.0
4753,344.66,0.0,472.56,204.3,1021.52,143.42,0.14,961.28,3,59.46,2158.74,32.52,0.0
4754,209.65,87.36,52.41,0.0,349.42,153.86,0.44,708.97,7,28.489,2454.44,3.18,1239.01
4755,322.72,20.9,289.28,142.55,775.45,154.02,0.199,884.19,14,97.849,2495.79,20.17,661.95
4756,222.41,97.14,90.76,7.24,417.55,162.65,0.39,720.06,28,43.47,2547.21,3.95,1242.98
4757,339.77,0.0,436.84,194.15,970.76,150.35,0.155,1053.3,3,53.61,2205.88,31.47,0.0
4758,242.24,91.71,121.12,29.41,484.47,159.11,0.328,719.7,7,55.348,2529.84,5.71,1160.85
4759,267.83,64.84,178.55,83.95,595.17,122.69,0.206,773.41,14,97.018,2517.75,13.45,1013.04
4760,341.51,0.0,439.09,195.15,975.75,137.95,0.141,959.27,28,134.79,2103.66,30.69,0.0
4761,300.01,38.36,239.36,116.57,694.3,139.11,0.2,789.12,3,54.079,2579.99,17.49,939.98
4762,218.83,96.22,69.83,0.0,384.88,168.67,0.438,750.52,7,36.288,2516.44,3.08,1209.29
4763,251.92,88.91,128.3,37.83,506.96,180.68,0.356,739.46,14,61.444,2610.02,7.0,1175.93
4764,219.02,94.82,91.47,8.67,413.98,160.17,0.387,715.88,28,44.19,2485.47,4.23,1191.2
4765,346.77,0.0,491.22,209.5,1047.49,156.21,0.149,952.85,3,64.596,2195.39,38.84,0.0
4766,335.7,0.0,350.01,171.43,857.14,148.88,0.174,903.15,28,121.67,2109.19,26.65,173.36
4767,253.16,81.35,153.6,54.23,542.35,163.93,0.302,760.19,14,74.406,2551.28,9.37,1075.44
4768,348.09,0.0,450.97,199.76,998.82,154.26,0.154,1048.4,28,140.6,2233.01,31.54,0.0
